title,performers,event_dates,price,venue,location,contact_information,description,genres,source_url,cluster
PROVEN 20 YEAR ANNIVERSARY SHOW with Droplaw & Witness The End,"Proven, Droplaw, Witness The End","21st February 2026, 09:00 pm PST",$17.00,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","A celebration of the 20-year anniversary featuring performances by Proven, Droplaw, and Witness The End at Dante's Live.",Not provided in source.,https://www.danteslive.com/tm-event/proven-20-year-anniversary-show-with-droplaw-witness-the-end/,1
"EEL SALLAD with Super Secret Band, Wood Butcher, & Caleb And The Monsters","Eel Sallad, Super Secret Band, Wood Butcher, Caleb And The Monsters","12th March 2026, Doors: 08:00 pm / Show: 08:30 pm PDT",$21.09,Dante's Live,"350 West Burnside Street, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","A live music event featuring performances by Eel Sallad, Super Secret Band, Wood Butcher, and Caleb And The Monsters at Dante's Live.",Not provided in source.,https://www.danteslive.com/tm-event/eel-sallad-with-super-secret-band-wood-butcher-caleb-and-the-monsters/,1
Matt Kirshen,Matt Kirshen,"March 15, 2026 8:00 PM",Not provided in source.,The Neon Room at Helium,1510 SE 9th Ave Portland OR 97214,503.583.8464,"Matt Kirshen is a well-known comedian recognized for his precision wit. He started his career in the UK and gained fame in the US after being a finalist on NBC’s Last Comic Standing. He has made numerous television appearances and is also known for his podcast, ""Probably Science.""",Comedy,https://portland.heliumcomedy.com/shows/341553,12
Wine Wednesday : Women in Wine: Part 2 – Italy,Not provided in source.,"Wednesday, March 18, 2026 5:00 PM",$20,Négociant,"655 Northwest 21st Avenue, Portland, OR, 97209 United States","5033842946, salut@negociantpdx.com","Join us as we pour three vibrant, thoughtfully crafted cuvées from talented female producers who are shaping the future of Italian wine.",Not provided in source.,https://www.negociantpdx.com/events/women-in-wine-part-2-italy,1
Oregon Short Film Festival Winter 2026,Not provided in source.,"Sunday, January 18 at 2:00 PM – 10:00 PM",$50,Clinton Street Theater,"2522 SE Clinton Street, Portland, OR 97202",(971) 808-3331 [email protected],"An event featuring a variety of short films, running from afternoon into the evening.",Not provided in source.,https://cstpdx.com/event/oregon-short-film-festival-winter-2026/,1
Soovin Kim & Ieva Jokūbavičiūtė: Beethoven Sonatas,"Soovin Kim, Ieva Jokūbavičiūtė","Saturday, 7 March 2026, 7:30 pm",Not provided in source.,The Old Church,"Portland, Oregon",503-223-3202,"Soovin Kim and Ieva Jokūbavičiūtė perform intimate chamber works by Beethoven, showcasing the violin and piano sonatas as equal partners in a transformative musical conversation, featuring works from Beethoven's early to later compositions.",Chamber Music,https://cmnw.org/concerts-events/2025-26-season/soovin-kim-ieva-jokuubavichiuut-beethoven-sonatas/2384,40
Lion Dance Performance,"Portland Lee’s Association, White Lotus Foundation","March 7, 2026, at 1:00 PM",Free with admission or membership,Lan Su Chinese Garden,"239 NW Everett Street, Portland, Oregon 97209","503-228-8131, [email protected]",Enjoy traditional Southern-style lion dance performances by the Portland Lee’s Association and White Lotus Foundation during Lan Su’s Lunar New Year celebration. The playful lions spread good fortune and provide opportunities for guests to interact and feed them lucky money.,"Cultural Performance, Traditional Arts",https://lansugarden.org/event/lion-dance-performance-1pm/2026-03-07/,105
Garden Tea Tastings with Hannah Ma,Hannah Ma,"March 21, 2026 at 11:00 AM","March 22, 2026 at 1:00 PM",,,,,[email protected],"Experience Garden Tea Tastings with Hannah Ma, offered on specific dates and times.",106
Portland Country Underground,"David Lipkind, Dave Reisch, Ben Nugent, Lewi Longmire, Jason Montgomery",10th February 2026 02:00 AM,Not provided in source.,Not provided in source.,Not provided in source.,Not provided in source.,A bunch of old friends hanging out and playing roots and country music they love.,"Roots, Country",https://laurelthirst.com/events/portland-country-underground-49/,107
Strategy + THC.XLR + Carly Barton,"Strategy, THC.XLR, Carly Barton","April 11, 2026, 8:00 PM",$15.00,Swan Dive,"727 SE Grand Ave, Portland, OR 97214, USA",joelchristerson@gmail.com,"A music event featuring Strategy, THC.XLR, and Carly Barton.",Not provided in source.,https://www.lonelygodpdx.com/events/strategy-thc-xlr-carly-barton-swan-dive,1
HOPELESS JACK with TK & The Holy Know-Nothings and Portland Elvis,"Hopeless Jack, TK & The Holy Know-Nothings, Portland Elvis",7 February 2026 09:00 pm PST,$12.88,Dante's Live,"350 West Burnside Street, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com",Hopeless Jack performs at Dante's Live alongside TK & The Holy Know-Nothings and Portland Elvis.,Not provided in source.,https://www.danteslive.com/tm-event/hopeless-jack-with-tk-the-holy-know-nothings-and-portland-elvis/,1
PINK FUZZ with Sun Blood Stories & Guest,"Pink Fuzz, Sun Blood Stories","March 5, 2026, 09:00 pm PST",$21.09,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","Pink Fuzz is a trio from Denver, featuring sibling musicians, gaining traction nationally with their dynamic live shows and new music coming soon. Their style is described as ""High-Speed Desert Rock"" with a focus on fast-paced, hard-hitting sounds.",Rock,https://www.danteslive.com/tm-event/pink-fuzz-with-sun-blood-stories-guest/,22
Sunn O))),Sunn O))),"Saturday, April 25th, 2026 at 8:00 PM",Not provided in source.,Roseland Theater,"8 NW 6th Ave, Portland, OR 97209",Not provided in source.,"Sunn O))) will be performing at the Roseland Theater, with a show starting at 8 PM. The venue is 21+ and requires a valid photo ID.",Not provided in source.,https://roselandpdx.com/event/sunn-o/roseland-theater/portland-oregon/,1
LAUGH BASEMENT STAND-UP COMEDY SHOWCASE,Not provided in source.,"January 12, 2026 at 7:00 pm",$10,The Goodfoot,"2845 SE Stark Street, Portland, OR 97214",503-239-9292,"Laugh Basement Comedy Showcase features the funniest comics from the Pacific Northwest and beyond, hosted by Hewitt Pagenstecher.",Not provided in source.,https://thegoodfoot.com/events/laugh-basement-stand-up-comedy-showcase-7pm-doors-3/,1
The Moth in Portland: Fumbles and Fouls,Not provided in source.,"March 2, 2026 at 8:00 PM",Not provided in source.,Holocene (21+),"1001 SE Morrison St, Portland",(212) 742-0551,"The Moth StorySLAM is an open-mic storytelling competition where participants share a true, personal 5-minute story based on the theme ""Fumbles and Fouls.""",Storytelling,https://themoth.org/events/fumbles-and-fouls-portland-2026,108
GrindHouse disco~glam~metal~punk,Not provided in source.,"March 14, 2026, 11:30 PM PDT",$1.05,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com","GrindHouse disco~glam~metal~punk is a music event taking place at Dante's Live in Portland, featuring various styles of music.","disco, glam, metal, punk",https://www.danteslive.com/tm-event/grindhouse-discoglammetalpunk-32/,23
"Morrison Graves, Veradas, Mike Mannequin","Morrison Graves, Veradas, Mike Mannequin","Saturday, January 24, 7 pm–12 am",$12,Bunk Bar,"1028 SE Water Ave., Portland, OR 97214",Not provided in source.,Local psych rock band Morrison Graves performs their first Portland show of the year alongside heavy rock trio Veradas and melodic post-punk artist Mike Mannequin. The event promises a night of guitar riffs and fuzzy distortion.,"Psych rock, heavy rock, post-punk",https://everout.com/portland/events/morrison-graves-veradas-mike-mannequin/e227422/,109
Blind Stampede,Blind Stampede,"March 7, 2026 1:00 pm - 3:00 pm",FREE,Laurelthirst Public House,"Portland, Oregon",Not provided in source.,"Start your Saturday right with Blind Stampede at The Laurelthirst, one of Portland’s premier listening rooms for rootsy, groove-driven bands. Expect feel-good Pacific NW rock & roll with blues grit, country soul, and classic rock swagger.","Pacific NW rock & roll, blues, country",https://laurelthirst.com/events/blind-stampede/,59
EMO VS. POP-PUNK: Myspace Music Video Party,Not provided in source.,"February 14, 2026, 09:00 pm PST",$21.09,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US","(866) 777-8932, DantesStarTheater@gmail.com",A Myspace Music Video Party featuring music videos from popular Emo and Pop-Punk bands. The event includes themed drink specials and interactive activities like scream-alongs and photo opportunities.,"Emo, Pop-Punk",https://www.danteslive.com/tm-event/emo-vs-pop-punk-myspace-music-video-party-4/,110
No Worries Film Festival,Not provided in source.,"February 7, 2026 at 4:00 PM",Not provided in source.,Clinton Street Theater,"2522 Southeast Clinton Street, Portland, OR 97202",Not provided in source.,"An indie film festival focused on weird, marginalized, and micro-budget films by Pacific Northwest filmmakers, aiming to amplify the voices of marginalized communities and showcase unique films without competitive pressures.",Film Festival,https://www.eventbrite.com/e/no-worries-film-festival-tickets-1975039581555,111
Kris Deelane & the Hurt,Kris Deelane & the Hurt,14 March 2026 6:00 pm - 8:00 pm,FREE,Laurelthirst Public House,Not provided in source.,Not provided in source.,"Kris Deelane & the Hurt is performing live, showcasing their loud presence in the Portland Rock scene with a nine-piece soul band.","Soul, Rock",https://laurelthirst.com/events/kris-deelane-the-hurt-26/,19
BACKFENCE PRESENTS: Big Feelings Baby Fundraising Party,Ash Allen,"February 20, 2026 at 7:00 PM",$20.00 - $500.00 depending on the ticket type,Framework,"1626 SE 10th Ave, Portland, OR 97214",ashallencreative@gmail.com,"A fundraising party featuring storytelling, music, and special guests to support Ash Allen's upcoming solo show ""Big Feelings Baby."" The event promises a fun evening with drinks included and is designed to help support the arts.",Not provided in source.,https://www.merctickets.com/events/180730005/backfence-presents-big-feelings-baby-fundraising-party,1
GELLI HAHA – WHERE IN THE WORLD IS GELLI HAHA TOUR 2026,Gelli Haha,"Wednesday, April 01 at 7 pm",$22.91,Holocene,"1001 Southeast Morrison Street, Portland, OR 97214",503.239.7639,"Gelli Haha presents her debut album Switcheroo in a live revue that invites audiences into a whimsical, chaotic world filled with playful music and theatrical elements.",Off-kilter pop,https://www.holocene.org/event/gelli-haha-where-in-the-world-is-gelli-haha-tour-2026-all-ages/holocene/portland/,113
Portland Country Underground,"David Lipkind, Dave Reisch, Ben Nugent, Lewi Longmire, Jason Montgomery","February 9, 2026 6:00 pm - 8:00 pm",FREE,Laurelthirst Public House,Not provided in source.,Not provided in source.,A bunch of old friends hanging out and playing roots and country music they love.,Roots and country music,https://laurelthirst.com/events/portland-country-underground-49/,114
Hokyong Choi: Piano Music Through the Ages,Hokyong Choi,"February 10, 2026 7:00 pm",$20 – $25,Patricia Reser Center for the Arts,"12625 SW Crescent St, Beaverton, OR 97005",Not provided in source.,"Worldwide pianist Hokyong Choi presents ""Piano Music Through the Ages,"" showcasing her artistry through various piano styles, tracing the evolution of piano music from Mozart to Ravel.",Not provided in source.,https://thereser.org/event/hokyong-choi-piano-music-through-the-ages/,1
Quasi + Drew Grow,"Quasi, Drew Grow","April 04, 2026, 7:00 PM",$20.00 + $3.00 fee + $0.58 ticket service fee,Turn! Turn! Turn!,"8 NE Killingsworth St, Portland, OR 97211, USA",joelchristerson@gmail.com,A concert featuring Quasi and Drew Grow at Turn! Turn! Turn!,Not provided in source.,https://www.lonelygodpdx.com/events/quasi-drew-grow-turn-turn-turn,1
Ellis Paul,Ellis Paul,22nd February 2026 at 4:00 PM,"Prices from $42, Avg. price ~ $60",One Longfellow Square,"181 State St. Portland, ME, US 04101",Not provided in source.,"Ellis Paul will perform at One Longfellow Square in Portland, ME, as part of the venue's scheduled events.",Not provided in source.,https://americanarenas.com/venue/one-longfellow-square/,1
Gold Sprints,"Team CX Pistols, Superare Racing","Friday, March 6th, 2026 at 7:00 pm",Not provided in source.,Gigantic Brewing,SE Portland,Not provided in source.,"Gold Sprints is a competitive event where participants race on stationary bikes in head-to-head competitions, serving as a fundraiser for the upcoming Banana Belt road race.",Not provided in source.,https://bikeportland.org/2026/03/05/weekend-event-guide-gold-sprints-springwater-cleanup-and-more-399453,1
Kathleen Edwards at Wonder Ballroom,Kathleen Edwards,"February 24, 2026, 8:00 pm - 11:59 pm",Not provided in source.,Wonder Ballroom,"Portland, OR, United States",Not provided in source.,"Kathleen Edwards is bringing her Winter Tour to Wonder Ballroom on February 24, 2026.",Not provided in source.,https://www.kink.fm/event/kathleen-edwards-at-wonder-ballroom/,1
2026 She Dares to Rise Women Conference,"Dr. Shi Choong, Dr. Gerry Ebalaroza-Tunnell, Beach Pace, Emily Purry, Susan Sherman, Arun Storrs","Sunday, March 8, 2026, from 10:00 AM to 6:00 PM",Not provided in source.,Greatroom,"15900 Southwest Regatta Lane #Suite 105, Beaverton, OR 97006",Not provided in source.,"Women Who Dare 2026 is a celebration of women breaking barriers for authenticity, featuring seven speakers sharing their stories. The event aims to empower women through storytelling and meaningful connections, fostering a community focused on courage and resilience.",Not provided in source.,https://www.eventbrite.com/e/2026-she-dares-to-rise-women-conference-tickets-1726042362169,1
